报告ID,死亡人数,受伤人数,经济损失_万元,原因分析文本,Severity_Level
云南昭通大关“7·6”较大居民自建房火灾事故调查报告,6,0,154.84,直接原因是：杨X户自建房一楼家具零售店西南角立柱侧敷设的入户电线发生短路，引燃周围摆放的家具等可燃物，蔓延扩大成灾。间接原因是：涉事建筑一楼、二楼家具零售店与楼上人员居住区无有效防火分隔；家具零售店堆放大量家具，海绵、布料居多，火灾负荷大，燃烧速度快，短时间内产生大量有毒烟气；楼梯间设置在建筑中部，上下联通，无排烟设施，起火后，烟气迅速沿内部楼梯间向上迅速蔓延，形成一个“夺命烟囱”，封堵了疏散逃生通道；楼梯间直通屋顶露台的门上锁；遇难者为妇女儿童，缺乏正确的火场逃生常识，逃生自救能力差，尸检报告显示吸入毒烟致死；火灾发生在凌晨，被困人员不能及时发现火情，没有充足的逃生时间。,1
云山村老村82号苟明全户“7·26”亡人火灾事故调查报告,1,3,9.114008,起火点位于301房间西侧西北角区域，起火原因为301房间西北角床脚靠北墙区域插线板金属插片发生故障，引燃周围衣服、梳妆台等可燃物，蔓延扩大成灾。造成人员伤亡的主要原因包括儿童年纪小缺乏自救逃生能力、着火房间空间小且有分隔增加疏散逃生距离，以及火灾发生时房间内人员熟睡错失最佳逃生自救时间。同时，自建房房屋仅一部敞开式疏散楼梯，房屋结构易形成“烟囱效应”，影响人员疏散逃生。,0
云浮市罗定市连州镇“3·22”森林火灾事故调查报告,0,0,2.3,直接原因为犯罪嫌疑人林某在坟堂拜祭时，点燃的祭品（蜡烛、香、纸钱元宝等）未完全熄灭即离开山场，引发山火。间接原因包括罗定市政府、市森林防灭火指挥部、连州镇政府及连东村委在森林防灭火工作方面重视不足、吸取教训不深刻、分析研判不到位、火源管控不力（存在“人情关”）、监督指导不到位、应急处置不及时（错失扑救时机、扑救人员“出工不出力”）、以及相关人员思想麻痹大意等问题，导致火势迅速蔓延。,0
云浮市罗定市附城街道“2·25”森林火灾事故调查报告,0,0,0,犯罪嫌疑人招某违反《罗定市人民政府禁火令》，擅自在高朗山场山边荒地除草烧杂不慎引发山火。同时，附城街道和星光村委在思想认识、责任意识、火灾风险研判、火源管控、宣传教育以及应急处置等方面存在不足，未能有效防范和及时扑救。,0
云阳县双江街道杏家湾社区“3·12” 火灾事故调查报告,1,0,3.315,直接原因为朱志宏吸烟后将未熄灭的烟头扔进垃圾桶内引燃周围可燃物引发火灾。间接原因为死者朱志宏离异独居，无人看护，长期酗酒至无行动能力，生活习性差，消防安全意识淡薄。此外，双江街道办事处未建立老旧小区检查排查台账，起火建筑室内消火栓系统在改建期间长期“无水”，导致群众自发开展初起火灾扑救时无法使用完好有效的室内消火栓，间接造成火势蔓延扩大和人员死亡；并且对“孤老病残”重点群体的消防管理工作不细致、不全面，未将朱志宏纳入排查范围并开展现场走访。,0
云阳县盘龙街道盘石社区“2·7” 火灾事故调查报告,1,1,33.8,直接原因：电线短路引燃周围可燃物引发火灾。间接原因：程林自建房属于典型的“三合一”场所，防火间距不足，一层门市内未设置任何消防设施设备，疏散门采用卷帘门，建筑内仅设置一部疏散楼梯，且在疏散楼梯间放置大量可燃物；居住人员消防安全意识淡薄，发现火情后未第一时间及时疏散逃生。,0
井儿沟乡八马坊村“3.18”火灾事故调查报告,2,2,0,直接原因：自张勇家正房西外墙北侧至马禄家驴圈的一段进户线发生电气故障，引燃下方堆放的玉米秸秆，在大风作用下形成飞火，落到梁振林家院落内堆放的玉米秸秆上，进而蔓延成灾。间接原因：1.马禄家电气线路敷设不规范，部分线路未予以固定，长期摆动，在大风天气下发生电气故障，且电气线路下方堆放了大量玉米秸秆，导致电气线路起火后迅速蔓延。2.村民院落内均露天堆放了大量玉米秸秆等可燃物，起火后因风大，迅速蔓延成灾、 "火烧连营" 。3.报警不及时，11时40分许发生火灾，村民12时08分拨打119报警电话。4.疏散逃生意识差，梁振林、张秀萍在发现起火后，没有第一时间逃生，火势蔓延成灾后被困，最终造成伤亡。5.阳原县井儿沟乡、八马坊村消防安全 "网格化" 管理工作制度、 "小火亡人" 措施在实际工作中没有很好落实，日常消防宣传不到位。,0
亳州市谯城区“2016-10-31”较大火灾事故调查报告,5,0,40,"（一）事故的直接原因：该起火灾的起火原因可以排除放火、外来火源、电动车故障、生活用火不慎、自燃、雷击、烟头等引发火灾的可能，不能排除电气故障引发火灾的可能。因施救不当，导致人员伤亡。
（二）事故的间接原因：1. 谯城区邢南圆通生活馆，安全生产主体责任不落实，日常管理混乱，疏于防范，对家庭成员安全教育培训不够，该建筑物在遇火情的情况下，家庭成员应急处置不当，是事故发生的主要原因。2. 王振华安全意识淡薄，建筑物内用电线路乱拉乱接，特别是在该建筑物遇火情的情况下，应急处置不当，是事故发生的重要原因。3.亳州市谯城区华佗镇小奈村开展家庭式商铺（作坊）消防安全专项整治工作不到位，对事故发生负有重要管理责任。4.亳州市谯城区华佗镇人民政府督促、检查、指导开展家庭式商铺（作坊）消防安全专项整治工作不到位，对事故发生负有重要管理责任。5.亳州市谯城区华佗镇派出所组织开展家庭式商铺（作坊）消防安全专项整治工作存在缺失，对辖区的火灾隐患排查整治力度不够，对事故发生负有重要管理责任。6.亳州市谯城区公安消防大队督促、指导有关单位和个人落实防火责任制、及时消除火灾隐患工作不到位，对事故发生负有重要管理责任。7.亳州市谯城区人民政府督促、检查、指导督促开展家庭式商铺（作坊）消防安全专项整治工作，依法履行监管职责不到位，对事故的发生负有重要领导责任。",1
什邡市马祖镇马祖村 “4?08” 服装加工小作坊火灾事故调查报告,0,1,15.2,直接原因为服装加工小作坊内私拉乱接的非国标电源线插头与插座接触不良，产生电弧打火，引燃周边堆放的化纤布料，引发火灾。深层次原因包括小作坊安全管理极度混乱（未经审批违规改建为“三合一”场所，电气安全隐患突出，消防设施缺失），基层监管责任落实不到位（村级排查流于形式，镇级监管存在盲区，部门协同不足），以及从业人员安全意识淡薄（负责人和工人缺乏消防安全培训及应急处置能力）。,0
从江县丙妹镇上歹村“1·01”较大火灾事故调查报告,5,0,21.128,直接原因：潘某往住宅二层堂屋中部西北侧天花板处敷设的电气线路发生故障，引燃木质天花板等周围可燃物，继而蔓延成灾。间接原因：1、从江县人民政府对农村消防工作重视不够，消防安全责任制落实不到位；2、丙妹镇人民政府落实农村消防安全责任制不到位，执行不力；3、上歹村排查隐患不彻底，对重点人员监管不到位；4、从江县有关部门开展消防安全宣传教育不到位，隐患排查治理不深不细不实，受灾户电气线路私拉乱接现象严重。,1
仑苍镇仑苍大道212-1号店面“2023.12.27”火灾事故调查报告,2,3,26.28,直接原因为林某明厨房炊事用火不慎引燃周边可燃物。间接原因包括：防火分隔措施不到位（厨房内存放液化石油气罐且未采取防火分隔，东侧楼梯下半段被拆除并用木板隔断，五层采用镂空金属栅栏门导致烟气蔓延）；安全疏散条件不完善（进财楼外墙窗口设置影响逃生的金属栅栏，仅有西侧单楼梯通道，东侧疏散楼梯被破坏）；消防安全管理缺失（房东吴某财未明确消防安全职责，楼道内堆放可燃物，未组织消防培训演练，导致被困人员逃生自救能力不足）；扑救初期火灾能力不足（店里工作人员缺乏初期火灾扑救基本要领）。监管方面，仑苍镇仑苍村委员会、仑苍派出所、仑苍镇人民政府、南安市住房与城乡建设局、南安市城市管理和综合执法局、南安市消防救援大队均存在未认真落实消防安全网格化管理、日常消防监督检查和宣传教育不深入、隐患排查整治不到位、未能及时发现并督促整改燃气安全隐患等问题。,0
仓山区胪厦村2019年“11·29”火灾事故调查报告,1,2,0,直接原因：胪厦工业区5-3号简易搭盖彩钢板房二层西侧第一间西侧区域电气线路故障引燃泡沫夹心彩钢板。间接原因：胪厦村村委会、城门镇政府对“两违”清理整治工作及建筑工程安全隐患大排查大整治工作不落实、对违法建设行为查处不力，对发生火灾房屋日常监管缺失，履职不到位；城门镇国土所未对辖区违法建设行为进行巡查；仓山区“两违”办、整治办对城门镇、胪厦村“两违”整治和建筑工程大排查大整治工作督促、指导不到位。,0
